timestamp,record_id,cpse,legacy_material_code,national_material_code,action,result,confidence,conflict_count,system
2026-09-12 11:35:35,11,CPSE-A,CPSEA-946335,NMC-BEAR-0010,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,12,CPSE-C,CPSEC-120422,NMC-MOTR-0003,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,98.6,0,Material Harmonization Engine
2026-09-12 11:35:35,13,CPSE-A,CPSEA-325772,NMC-BEAR-0006,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,14,CPSE-C,CPSEC-379786,NMC-CABL-0001,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,98.5,0,Material Harmonization Engine
2026-09-12 11:35:35,15,CPSE-C,CPSEC-972064,NMC-MOTR-0004,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,98.6,0,Material Harmonization Engine
2026-09-12 11:35:35,16,CPSE-B,CPSEB-665427,NMC-TOOL-0007,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,17,CPSE-B,CPSEB-665579,NMC-MOTR-0001,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,18,CPSE-B,CPSEB-549245,NMC-FLG-0010,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.18,0,Material Harmonization Engine
2026-09-12 11:35:35,19,CPSE-A,CPSEA-542666,NMC-GASK-0006,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,99.7,0,Material Harmonization Engine
2026-09-12 11:35:35,20,CPSE-A,CPSEA-910620,NMC-VALV-0007,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,99.66,0,Material Harmonization Engine
2026-09-12 11:35:35,21,CPSE-C,CPSEC-330283,NMC-PIPE-0008,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,96.35,0,Material Harmonization Engine
2026-09-12 11:35:35,22,CPSE-A,CPSEA-891952,NMC-PUMP-0004,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,96.65,0,Material Harmonization Engine
2026-09-12 11:35:35,23,CPSE-B,CPSEB-865388,NMC-PUMP-0004,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.67,0,Material Harmonization Engine
2026-09-12 11:35:35,24,CPSE-C,CPSEC-864544,NMC-PIPE-0005,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,99.64,0,Material Harmonization Engine
2026-09-12 11:35:35,25,CPSE-A,CPSEA-456778,NMC-BEAR-0005,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,26,CPSE-C,CPSEC-446479,NMC-TOOL-0004,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,94.37,0,Material Harmonization Engine
2026-09-12 11:35:35,27,CPSE-B,CPSEB-354801,NMC-TOOL-0009,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,28,CPSE-B,CPSEB-892495,NMC-GASK-0003,AI_BLOCKED_MIGRATION,MIGRATION_BLOCKED,94.27,0,Material Harmonization Engine
2026-09-12 11:35:35,29,CPSE-B,CPSEB-234628,NMC-MOTR-0010,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,30,CPSE-C,CPSEC-131244,NMC-FAST-0006,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.75,0,Material Harmonization Engine
2026-09-12 11:35:35,31,CPSE-C,CPSEC-813536,NMC-GASK-0005,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.0,0,Material Harmonization Engine
2026-09-12 11:35:35,32,CPSE-A,CPSEA-717889,NMC-BEAR-0002,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,33,CPSE-A,CPSEA-688508,NMC-FAST-0009,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.2,0,Material Harmonization Engine
2026-09-12 11:35:35,34,CPSE-C,CPSEC-728038,NMC-MOTR-0002,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,98.65,0,Material Harmonization Engine
2026-09-12 11:35:35,35,CPSE-C,CPSEC-158655,NMC-PIPE-0010,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,96.35,0,Material Harmonization Engine
2026-09-12 11:35:35,36,CPSE-B,CPSEB-246316,NMC-FAST-0003,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.14,0,Material Harmonization Engine
2026-09-12 11:35:35,37,CPSE-A,CPSEA-270555,NMC-PIPE-0001,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,95.26,0,Material Harmonization Engine
2026-09-12 11:35:35,38,CPSE-B,CPSEB-900581,NMC-BEAR-0006,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,39,CPSE-B,CPSEB-838797,NMC-VALV-0005,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,94.47,0,Material Harmonization Engine
2026-09-12 11:35:35,40,CPSE-A,CPSEA-319684,NMC-PIPE-0002,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,95.26,0,Material Harmonization Engine
2026-09-12 11:35:35,41,CPSE-B,CPSEB-793384,NMC-VALV-0006,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,95.64,0,Material Harmonization Engine
2026-09-12 11:35:35,42,CPSE-B,CPSEB-801474,NMC-TOOL-0006,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,96.5,0,Material Harmonization Engine
2026-09-12 11:35:35,43,CPSE-A,CPSEA-581741,NMC-VALV-0001,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,99.66,0,Material Harmonization Engine
2026-09-12 11:35:35,44,CPSE-C,CPSEC-338968,NMC-VALV-0006,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,95.58,0,Material Harmonization Engine
2026-09-12 11:35:35,45,CPSE-A,CPSEA-496922,NMC-VALV-0002,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,99.66,0,Material Harmonization Engine
2026-09-12 11:35:35,46,CPSE-A,CPSEA-897549,NMC-MOTR-0009,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,47,CPSE-B,CPSEB-189814,NMC-MOTR-0007,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,48,CPSE-A,CPSEA-821590,NMC-PIPE-0008,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,95.26,0,Material Harmonization Engine
2026-09-12 11:35:35,49,CPSE-A,CPSEA-609597,NMC-MOTR-0008,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,50,CPSE-A,CPSEA-663054,NMC-CABL-0001,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,99.63,0,Material Harmonization Engine
2026-09-12 11:35:35,51,CPSE-A,CPSEA-665158,NMC-FLG-0009,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,99.7,0,Material Harmonization Engine
2026-09-12 11:35:35,52,CPSE-C,CPSEC-791798,NMC-MOTR-0010,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,98.6,0,Material Harmonization Engine
2026-09-12 11:35:35,53,CPSE-A,CPSEA-148050,NMC-VALV-0006,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,99.66,0,Material Harmonization Engine
2026-09-12 11:35:35,54,CPSE-A,CPSEA-595948,NMC-TOOL-0010,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,55,CPSE-C,CPSEC-340062,NMC-TOOL-0003,AI_BLOCKED_MIGRATION,MIGRATION_BLOCKED,42.57,1,Material Harmonization Engine
2026-09-12 11:35:35,56,CPSE-B,CPSEB-816751,NMC-PIPE-0003,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,99.28,0,Material Harmonization Engine
2026-09-12 11:35:35,57,CPSE-C,CPSEC-472528,NMC-PIPE-0001,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,96.35,0,Material Harmonization Engine
2026-09-12 11:35:35,58,CPSE-A,CPSEA-857168,NMC-CABL-0005,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,99.6,0,Material Harmonization Engine
2026-09-12 11:35:35,59,CPSE-B,CPSEB-308496,NMC-FAST-0009,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.2,0,Material Harmonization Engine
2026-09-12 11:35:35,60,CPSE-B,CPSEB-955662,NMC-MOTR-0008,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,61,CPSE-C,CPSEC-865179,NMC-BEAR-0010,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.83,0,Material Harmonization Engine
2026-09-12 11:35:35,62,CPSE-A,CPSEA-334053,NMC-FAST-0003,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.14,0,Material Harmonization Engine
2026-09-12 11:35:35,63,CPSE-C,CPSEC-456699,NMC-CABL-0002,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,98.38,0,Material Harmonization Engine
2026-09-12 11:35:35,64,CPSE-C,CPSEC-363626,NMC-GASK-0008,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.0,0,Material Harmonization Engine
2026-09-12 11:35:35,65,CPSE-A,CPSEA-539898,NMC-BEAR-0001,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,66,CPSE-B,CPSEB-731262,NMC-FAST-0008,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.14,0,Material Harmonization Engine
2026-09-12 11:35:35,67,CPSE-B,CPSEB-804314,NMC-PUMP-0006,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.73,0,Material Harmonization Engine
2026-09-12 11:35:35,68,CPSE-C,CPSEC-377370,NMC-BEAR-0009,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.83,0,Material Harmonization Engine
2026-09-12 11:35:35,69,CPSE-A,CPSEA-216970,NMC-CABL-0003,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,99.63,0,Material Harmonization Engine
2026-09-12 11:35:35,70,CPSE-A,CPSEA-497887,NMC-PIPE-0007,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,99.28,0,Material Harmonization Engine
2026-09-12 11:35:35,71,CPSE-A,CPSEA-380746,NMC-FLG-0003,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.0,0,Material Harmonization Engine
2026-09-12 11:35:35,72,CPSE-C,CPSEC-867460,NMC-MOTR-0007,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,98.6,0,Material Harmonization Engine
2026-09-12 11:35:35,73,CPSE-B,CPSEB-854639,NMC-CABL-0005,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,98.38,0,Material Harmonization Engine
2026-09-12 11:35:35,74,CPSE-A,CPSEA-694731,NMC-FLG-0004,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,99.71,0,Material Harmonization Engine
2026-09-12 11:35:35,75,CPSE-A,CPSEA-174299,NMC-TOOL-0005,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,98.09,0,Material Harmonization Engine
2026-09-12 11:35:35,76,CPSE-B,CPSEB-344098,NMC-VALV-0008,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,93.3,0,Material Harmonization Engine
2026-09-12 11:35:35,77,CPSE-A,CPSEA-498591,NMC-VALV-0009,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,96.8,0,Material Harmonization Engine
2026-09-12 11:35:35,78,CPSE-A,CPSEA-407419,NMC-VALV-0003,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,96.5,0,Material Harmonization Engine
2026-09-12 11:35:35,79,CPSE-A,CPSEA-324643,NMC-TOOL-0007,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,80,CPSE-B,CPSEB-930555,NMC-GASK-0005,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,93.0,0,Material Harmonization Engine
2026-09-12 11:35:35,81,CPSE-B,CPSEB-634277,NMC-GASK-0002,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,94.69,0,Material Harmonization Engine
2026-09-12 11:35:35,82,CPSE-B,CPSEB-329258,NMC-FAST-0007,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.14,0,Material Harmonization Engine
2026-09-12 11:35:35,83,CPSE-B,CPSEB-430776,NMC-FLG-0002,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.18,0,Material Harmonization Engine
2026-09-12 11:35:35,84,CPSE-B,CPSEB-403445,NMC-VALV-0007,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,95.64,0,Material Harmonization Engine
2026-09-12 11:35:35,85,CPSE-A,CPSEA-817870,NMC-PIPE-0009,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,99.28,0,Material Harmonization Engine
2026-09-12 11:35:35,86,CPSE-B,CPSEB-913694,NMC-PIPE-0010,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.58,0,Material Harmonization Engine
2026-09-12 11:35:35,87,CPSE-A,CPSEA-301629,NMC-VALV-0005,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.1,0,Material Harmonization Engine
2026-09-12 11:35:35,88,CPSE-A,CPSEA-542417,NMC-FAST-0006,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.75,0,Material Harmonization Engine
2026-09-12 11:35:35,89,CPSE-B,CPSEB-809570,NMC-FAST-0004,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.83,0,Material Harmonization Engine
2026-09-12 11:35:35,90,CPSE-C,CPSEC-376183,NMC-CABL-0005,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,98.38,0,Material Harmonization Engine
2026-09-12 11:35:35,91,CPSE-C,CPSEC-765822,NMC-PIPE-0004,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,96.35,0,Material Harmonization Engine
2026-09-12 11:35:35,92,CPSE-C,CPSEC-759176,NMC-VALV-0003,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,92.03,0,Material Harmonization Engine
2026-09-12 11:35:35,93,CPSE-C,CPSEC-351083,NMC-MOTR-0005,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,98.69,0,Material Harmonization Engine
2026-09-12 11:35:35,94,CPSE-B,CPSEB-895667,NMC-BEAR-0003,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,95,CPSE-B,CPSEB-133326,NMC-FAST-0006,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.75,0,Material Harmonization Engine
2026-09-12 11:35:35,96,CPSE-C,CPSEC-814825,NMC-GASK-0010,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.1,0,Material Harmonization Engine
2026-09-12 11:35:35,97,CPSE-A,CPSEA-712982,NMC-FLG-0010,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,99.71,0,Material Harmonization Engine
2026-09-12 11:35:35,98,CPSE-B,CPSEB-174441,NMC-TOOL-0002,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,99,CPSE-B,CPSEB-969693,NMC-VALV-0003,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,93.3,0,Material Harmonization Engine
2026-09-12 11:35:35,100,CPSE-A,CPSEA-182582,NMC-MOTR-0007,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,101,CPSE-A,CPSEA-748564,NMC-VALV-0004,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,99.66,0,Material Harmonization Engine
2026-09-12 11:35:35,102,CPSE-B,CPSEB-331148,NMC-BEAR-0001,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,103,CPSE-A,CPSEA-905934,NMC-CABL-0002,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,99.6,0,Material Harmonization Engine
2026-09-12 11:35:35,104,CPSE-B,CPSEB-167136,NMC-PUMP-0009,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.73,0,Material Harmonization Engine
2026-09-12 11:35:35,105,CPSE-A,CPSEA-160738,NMC-MOTR-0006,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,106,CPSE-C,CPSEC-246413,NMC-FLG-0007,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.45,0,Material Harmonization Engine
2026-09-12 11:35:35,107,CPSE-A,CPSEA-198246,NMC-FAST-0007,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.14,0,Material Harmonization Engine
2026-09-12 11:35:35,108,CPSE-B,CPSEB-887352,NMC-CABL-0001,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,98.5,0,Material Harmonization Engine
2026-09-12 11:35:35,109,CPSE-A,CPSEA-835911,NMC-PIPE-0003,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,99.28,0,Material Harmonization Engine
2026-09-12 11:35:35,110,CPSE-A,CPSEA-322955,NMC-FLG-0005,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.0,0,Material Harmonization Engine
2026-09-12 11:35:35,111,CPSE-B,CPSEB-226882,NMC-PUMP-0008,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.73,0,Material Harmonization Engine
2026-09-12 11:35:35,112,CPSE-C,CPSEC-575435,NMC-VALV-0009,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,91.92,0,Material Harmonization Engine
2026-09-12 11:35:35,113,CPSE-C,CPSEC-665492,NMC-PUMP-0003,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.0,0,Material Harmonization Engine
2026-09-12 11:35:35,114,CPSE-C,CPSEC-736059,NMC-PUMP-0002,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.12,0,Material Harmonization Engine
2026-09-12 11:35:35,115,CPSE-C,CPSEC-983794,NMC-PIPE-0009,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,99.64,0,Material Harmonization Engine
2026-09-12 11:35:35,116,CPSE-C,CPSEC-883300,NMC-FLG-0009,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.38,0,Material Harmonization Engine
2026-09-12 11:35:35,117,CPSE-B,CPSEB-698782,NMC-TOOL-0008,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,118,CPSE-C,CPSEC-287330,NMC-CABL-0006,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.67,0,Material Harmonization Engine
2026-09-12 11:35:35,119,CPSE-C,CPSEC-308573,NMC-CABL-0009,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.67,0,Material Harmonization Engine
2026-09-12 11:35:35,120,CPSE-B,CPSEB-733052,NMC-BEAR-0009,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,121,CPSE-B,CPSEB-654816,NMC-GASK-0008,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,93.0,0,Material Harmonization Engine
2026-09-12 11:35:35,122,CPSE-B,CPSEB-772097,NMC-CABL-0002,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,98.38,0,Material Harmonization Engine
2026-09-12 11:35:35,123,CPSE-C,CPSEC-166613,NMC-GASK-0006,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.0,0,Material Harmonization Engine
2026-09-12 11:35:35,124,CPSE-B,CPSEB-377746,NMC-FLG-0007,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,94.51,0,Material Harmonization Engine
2026-09-12 11:35:35,125,CPSE-B,CPSEB-847581,NMC-PUMP-0005,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.73,0,Material Harmonization Engine
2026-09-12 11:35:35,126,CPSE-C,CPSEC-944962,NMC-BEAR-0003,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.0,0,Material Harmonization Engine
2026-09-12 11:35:35,127,CPSE-C,CPSEC-520651,NMC-FLG-0002,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.12,0,Material Harmonization Engine
2026-09-12 11:35:35,128,CPSE-A,CPSEA-624902,NMC-CABL-0006,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,99.62,0,Material Harmonization Engine
2026-09-12 11:35:35,129,CPSE-B,CPSEB-639131,NMC-TOOL-0005,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,98.09,0,Material Harmonization Engine
2026-09-12 11:35:35,130,CPSE-C,CPSEC-581141,NMC-FLG-0006,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,94.0,0,Material Harmonization Engine
2026-09-12 11:35:35,131,CPSE-B,CPSEB-684004,NMC-PIPE-0008,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.58,0,Material Harmonization Engine
2026-09-12 11:35:35,132,CPSE-A,CPSEA-503457,NMC-GASK-0007,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,99.68,0,Material Harmonization Engine
2026-09-12 11:35:35,133,CPSE-A,CPSEA-905635,NMC-PIPE-0010,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,95.26,0,Material Harmonization Engine
2026-09-12 11:35:35,134,CPSE-B,CPSEB-161733,NMC-TOOL-0003,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,135,CPSE-B,CPSEB-717024,NMC-TOOL-0001,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,136,CPSE-C,CPSEC-617488,NMC-GASK-0002,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.67,0,Material Harmonization Engine
2026-09-12 11:35:35,137,CPSE-C,CPSEC-813328,NMC-GASK-0009,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.1,0,Material Harmonization Engine
2026-09-12 11:35:35,138,CPSE-B,CPSEB-220116,NMC-GASK-0010,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,91.76,0,Material Harmonization Engine
2026-09-12 11:35:35,139,CPSE-C,CPSEC-126225,NMC-FAST-0001,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.14,0,Material Harmonization Engine
2026-09-12 11:35:35,140,CPSE-B,CPSEB-440035,NMC-PIPE-0009,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,99.28,0,Material Harmonization Engine
2026-09-12 11:35:35,141,CPSE-C,CPSEC-688637,NMC-FLG-0008,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,94.17,0,Material Harmonization Engine
2026-09-12 11:35:35,142,CPSE-A,CPSEA-855731,NMC-GASK-0010,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,99.76,0,Material Harmonization Engine
2026-09-12 11:35:35,143,CPSE-A,CPSEA-340174,NMC-FLG-0001,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.2,0,Material Harmonization Engine
2026-09-12 11:35:35,144,CPSE-A,CPSEA-269396,NMC-MOTR-0001,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
2026-09-12 11:35:35,145,CPSE-C,CPSEC-642717,NMC-PUMP-0007,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.12,0,Material Harmonization Engine
2026-09-12 11:35:35,146,CPSE-B,CPSEB-169403,NMC-FLG-0003,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,95.21,0,Material Harmonization Engine
2026-09-12 11:35:35,147,CPSE-C,CPSEC-172933,NMC-VALV-0005,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,91.67,0,Material Harmonization Engine
2026-09-12 11:35:35,148,CPSE-C,CPSEC-671412,NMC-FAST-0010,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.14,0,Material Harmonization Engine
2026-09-12 11:35:35,149,CPSE-C,CPSEC-205907,NMC-VALV-0008,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,92.03,0,Material Harmonization Engine
2026-09-12 11:35:35,150,CPSE-C,CPSEC-680828,NMC-PUMP-0010,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,97.12,0,Material Harmonization Engine
2026-09-12 11:35:35,151,CPSE-C,CPSEC-584714,NMC-PIPE-0006,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,99.64,0,Material Harmonization Engine
2026-09-12 11:35:35,152,CPSE-B,CPSEB-422451,NMC-MOTR-0005,AI_RECOMMENDED_MIGRATION,PENDING_EXECUTION,100.0,0,Material Harmonization Engine
