record_id,cpse,original_description,normalized_description,canonical_id,canonical_description,category,description_similarity
4,CPSE-C,3 PHASE IND MTR 37KW 415V 50HZ,3 PHASE IND MOTOR 37KW 415V 50HZ,CM0078,3 PHASE INDUCTION MOTOR 37KW 415V 50HZ,MOTOR,93.33333333333333
4,CPSE-C,3 PHASE IND MTR 37KW 415V 50HZ,3 PHASE IND MOTOR 37KW 415V 50HZ,CM0079,3 PHASE INDUCTION MOTOR 45KW 415V 50HZ,MOTOR,85.71428571428571
4,CPSE-C,3 PHASE IND MTR 37KW 415V 50HZ,3 PHASE IND MOTOR 37KW 415V 50HZ,CM0080,3 PHASE INDUCTION MOTOR 55KW 415V 50HZ,MOTOR,85.71428571428571
5,CPSE-B,3 PHASE INDUCTION MOTOR 22KW 415V 50HZ,3 PHASE INDUCTION MOTOR 22KW 415V 50HZ,CM0071,3 PHASE INDUCTION MOTOR 5.5KW 415V 50HZ,MOTOR,93.50649350649351
5,CPSE-B,3 PHASE INDUCTION MOTOR 22KW 415V 50HZ,3 PHASE INDUCTION MOTOR 22KW 415V 50HZ,CM0072,3 PHASE INDUCTION MOTOR 7.5KW 415V 50HZ,MOTOR,93.50649350649351
5,CPSE-B,3 PHASE INDUCTION MOTOR 22KW 415V 50HZ,3 PHASE INDUCTION MOTOR 22KW 415V 50HZ,CM0073,3 PHASE INDUCTION MOTOR 11KW 415V 50HZ,MOTOR,94.73684210526315
5,CPSE-B,3 PHASE INDUCTION MOTOR 22KW 415V 50HZ,3 PHASE INDUCTION MOTOR 22KW 415V 50HZ,CM0074,3 PHASE INDUCTION MOTOR 15KW 415V 50HZ,MOTOR,94.73684210526315
5,CPSE-B,3 PHASE INDUCTION MOTOR 22KW 415V 50HZ,3 PHASE INDUCTION MOTOR 22KW 415V 50HZ,CM0075,3 PHASE INDUCTION MOTOR 18.5KW 415V 50HZ,MOTOR,92.95774647887323
5,CPSE-B,3 PHASE INDUCTION MOTOR 22KW 415V 50HZ,3 PHASE INDUCTION MOTOR 22KW 415V 50HZ,CM0076,3 PHASE INDUCTION MOTOR 22KW 415V 50HZ,MOTOR,100.0
5,CPSE-B,3 PHASE INDUCTION MOTOR 22KW 415V 50HZ,3 PHASE INDUCTION MOTOR 22KW 415V 50HZ,CM0077,3 PHASE INDUCTION MOTOR 30KW 415V 50HZ,MOTOR,94.73684210526315
5,CPSE-B,3 PHASE INDUCTION MOTOR 22KW 415V 50HZ,3 PHASE INDUCTION MOTOR 22KW 415V 50HZ,CM0078,3 PHASE INDUCTION MOTOR 37KW 415V 50HZ,MOTOR,94.73684210526315
5,CPSE-B,3 PHASE INDUCTION MOTOR 22KW 415V 50HZ,3 PHASE INDUCTION MOTOR 22KW 415V 50HZ,CM0079,3 PHASE INDUCTION MOTOR 45KW 415V 50HZ,MOTOR,94.73684210526315
5,CPSE-B,3 PHASE INDUCTION MOTOR 22KW 415V 50HZ,3 PHASE INDUCTION MOTOR 22KW 415V 50HZ,CM0080,3 PHASE INDUCTION MOTOR 55KW 415V 50HZ,MOTOR,94.73684210526315
6,CPSE-B,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0061,1C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.95652173913044
6,CPSE-B,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0062,1C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.95652173913044
6,CPSE-B,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0063,3C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.95652173913044
6,CPSE-B,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0064,3C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.95652173913044
6,CPSE-B,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0065,3C X 6 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.95652173913044
6,CPSE-B,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0066,4C X 10 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.88888888888889
6,CPSE-B,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0067,4C X 16 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.88888888888889
6,CPSE-B,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0068,4C X 25 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.88888888888889
6,CPSE-B,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0069,3C X 35 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.95652173913044
6,CPSE-B,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0070,4C X 50 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.88888888888889
7,CPSE-B,"3""SS316 SEAMLESS PIPE SCH40",3INSS316 SEAMLESS PIPE SCH40,CM0031,2 IN CS SEAMLESS PIPE SCH40,PIPE,82.6086956521739
7,CPSE-B,"3""SS316 SEAMLESS PIPE SCH40",3INSS316 SEAMLESS PIPE SCH40,CM0032,3 IN CS SEAMLESS PIPE SCH40,PIPE,83.63636363636364
7,CPSE-B,"3""SS316 SEAMLESS PIPE SCH40",3INSS316 SEAMLESS PIPE SCH40,CM0033,4 IN SS304 SEAMLESS PIPE SCH40,PIPE,86.20689655172414
7,CPSE-B,"3""SS316 SEAMLESS PIPE SCH40",3INSS316 SEAMLESS PIPE SCH40,CM0034,6 IN CS SEAMLESS PIPE SCH80,PIPE,76.36363636363636
7,CPSE-B,"3""SS316 SEAMLESS PIPE SCH40",3INSS316 SEAMLESS PIPE SCH40,CM0035,8 IN SS316 SEAMLESS PIPE SCH40,PIPE,93.10344827586206
7,CPSE-B,"3""SS316 SEAMLESS PIPE SCH40",3INSS316 SEAMLESS PIPE SCH40,CM0036,2 IN SS304 SEAMLESS PIPE SCH10,PIPE,72.41379310344828
7,CPSE-B,"3""SS316 SEAMLESS PIPE SCH40",3INSS316 SEAMLESS PIPE SCH40,CM0037,3 IN SS316 SEAMLESS PIPE SCH40,PIPE,96.55172413793103
7,CPSE-B,"3""SS316 SEAMLESS PIPE SCH40",3INSS316 SEAMLESS PIPE SCH40,CM0038,4 IN CS SEAMLESS PIPE SCH80,PIPE,76.36363636363636
7,CPSE-B,"3""SS316 SEAMLESS PIPE SCH40",3INSS316 SEAMLESS PIPE SCH40,CM0039,6 IN SS304 SEAMLESS PIPE SCH40,PIPE,86.20689655172414
7,CPSE-B,"3""SS316 SEAMLESS PIPE SCH40",3INSS316 SEAMLESS PIPE SCH40,CM0040,8 IN CS SEAMLESS PIPE SCH80,PIPE,76.36363636363636
8,CPSE-C,M12X50 SS304 HEX BOLT,M12X50 SS304 HEX BOLT,CM0001,M10 X 50 SS304 HEX BOLT,FASTENER,81.81818181818181
8,CPSE-C,M12X50 SS304 HEX BOLT,M12X50 SS304 HEX BOLT,CM0002,M12 X 50 SS304 HEX BOLT,FASTENER,86.36363636363636
8,CPSE-C,M12X50 SS304 HEX BOLT,M12X50 SS304 HEX BOLT,CM0003,M10 X 75 SS316 HEX BOLT,FASTENER,72.72727272727272
8,CPSE-C,M12X50 SS304 HEX BOLT,M12X50 SS304 HEX BOLT,CM0004,M16 X 60 CARBON STEEL HEX BOLT,FASTENER,55.172413793103445
8,CPSE-C,M12X50 SS304 HEX BOLT,M12X50 SS304 HEX BOLT,CM0005,M20 X 80 GALVANIZED STEEL HEX BOLT,FASTENER,55.172413793103445
8,CPSE-C,M12X50 SS304 HEX BOLT,M12X50 SS304 HEX BOLT,CM0006,M8 X 40 CARBON STEEL HEX BOLT,FASTENER,55.172413793103445
8,CPSE-C,M12X50 SS304 HEX BOLT,M12X50 SS304 HEX BOLT,CM0007,M12 X 80 SS316 HEX BOLT,FASTENER,72.72727272727272
8,CPSE-C,M12X50 SS304 HEX BOLT,M12X50 SS304 HEX BOLT,CM0008,M16 X 75 SS304 HEX BOLT,FASTENER,81.81818181818181
8,CPSE-C,M12X50 SS304 HEX BOLT,M12X50 SS304 HEX BOLT,CM0009,M20 X 100 CARBON STEEL HEX BOLT,FASTENER,55.172413793103445
8,CPSE-C,M12X50 SS304 HEX BOLT,M12X50 SS304 HEX BOLT,CM0010,M10 X 30 SS304 HEX BOLT,FASTENER,81.81818181818181
9,CPSE-B,"10""GRAPHITE SPIRAL WOUND GASK 150#",10INGRAPHITE SPIRAL WOUND GASK 150#,CM0051,2 IN SPIRAL WOUND SS GRAPHITE GASKET 150 CLASS,GASKET,64.19753086419753
9,CPSE-B,"10""GRAPHITE SPIRAL WOUND GASK 150#",10INGRAPHITE SPIRAL WOUND GASK 150#,CM0052,3 IN SPIRAL WOUND SS GRAPHITE GASKET 150 CLASS,GASKET,64.19753086419753
9,CPSE-B,"10""GRAPHITE SPIRAL WOUND GASK 150#",10INGRAPHITE SPIRAL WOUND GASK 150#,CM0053,4 IN SPIRAL WOUND GRAPHITE GASKET 300 CLASS,GASKET,58.97435897435897
9,CPSE-B,"10""GRAPHITE SPIRAL WOUND GASK 150#",10INGRAPHITE SPIRAL WOUND GASK 150#,CM0054,6 IN SPIRAL WOUND GRAPHITE GASKET 150 CLASS,GASKET,61.53846153846154
9,CPSE-B,"10""GRAPHITE SPIRAL WOUND GASK 150#",10INGRAPHITE SPIRAL WOUND GASK 150#,CM0055,8 IN PTFE FULL FACE GASKET 150 CLASS,GASKET,36.61971830985915
9,CPSE-B,"10""GRAPHITE SPIRAL WOUND GASK 150#",10INGRAPHITE SPIRAL WOUND GASK 150#,CM0056,2 IN PTFE FULL FACE GASKET 150 CLASS,GASKET,36.61971830985915
9,CPSE-B,"10""GRAPHITE SPIRAL WOUND GASK 150#",10INGRAPHITE SPIRAL WOUND GASK 150#,CM0057,4 IN SS GRAPHITE GASKET 150 CLASS,GASKET,41.1764705882353
9,CPSE-B,"10""GRAPHITE SPIRAL WOUND GASK 150#",10INGRAPHITE SPIRAL WOUND GASK 150#,CM0058,6 IN PTFE FULL FACE GASKET 300 CLASS,GASKET,33.80281690140845
9,CPSE-B,"10""GRAPHITE SPIRAL WOUND GASK 150#",10INGRAPHITE SPIRAL WOUND GASK 150#,CM0059,10 IN GRAPHITE SPIRAL WOUND GASKET 150 CLASS,GASKET,60.75949367088607
9,CPSE-B,"10""GRAPHITE SPIRAL WOUND GASK 150#",10INGRAPHITE SPIRAL WOUND GASK 150#,CM0060,12 IN GRAPHITE SPIRAL WOUND GASKET 300 CLASS,GASKET,60.75949367088607
10,CPSE-A,3 PHASE INDUCTION MTR 55KW 415V 50HZ,3 PHASE INDUCTION MOTOR 55KW 415V 50HZ,CM0071,3 PHASE INDUCTION MOTOR 5.5KW 415V 50HZ,MOTOR,98.7012987012987
10,CPSE-A,3 PHASE INDUCTION MTR 55KW 415V 50HZ,3 PHASE INDUCTION MOTOR 55KW 415V 50HZ,CM0072,3 PHASE INDUCTION MOTOR 7.5KW 415V 50HZ,MOTOR,96.1038961038961
10,CPSE-A,3 PHASE INDUCTION MTR 55KW 415V 50HZ,3 PHASE INDUCTION MOTOR 55KW 415V 50HZ,CM0073,3 PHASE INDUCTION MOTOR 11KW 415V 50HZ,MOTOR,94.73684210526315
10,CPSE-A,3 PHASE INDUCTION MTR 55KW 415V 50HZ,3 PHASE INDUCTION MOTOR 55KW 415V 50HZ,CM0074,3 PHASE INDUCTION MOTOR 15KW 415V 50HZ,MOTOR,97.36842105263158
10,CPSE-A,3 PHASE INDUCTION MTR 55KW 415V 50HZ,3 PHASE INDUCTION MOTOR 55KW 415V 50HZ,CM0075,3 PHASE INDUCTION MOTOR 18.5KW 415V 50HZ,MOTOR,94.87179487179488
10,CPSE-A,3 PHASE INDUCTION MTR 55KW 415V 50HZ,3 PHASE INDUCTION MOTOR 55KW 415V 50HZ,CM0076,3 PHASE INDUCTION MOTOR 22KW 415V 50HZ,MOTOR,94.73684210526315
10,CPSE-A,3 PHASE INDUCTION MTR 55KW 415V 50HZ,3 PHASE INDUCTION MOTOR 55KW 415V 50HZ,CM0077,3 PHASE INDUCTION MOTOR 30KW 415V 50HZ,MOTOR,94.73684210526315
10,CPSE-A,3 PHASE INDUCTION MTR 55KW 415V 50HZ,3 PHASE INDUCTION MOTOR 55KW 415V 50HZ,CM0078,3 PHASE INDUCTION MOTOR 37KW 415V 50HZ,MOTOR,94.73684210526315
10,CPSE-A,3 PHASE INDUCTION MTR 55KW 415V 50HZ,3 PHASE INDUCTION MOTOR 55KW 415V 50HZ,CM0079,3 PHASE INDUCTION MOTOR 45KW 415V 50HZ,MOTOR,97.36842105263158
10,CPSE-A,3 PHASE INDUCTION MTR 55KW 415V 50HZ,3 PHASE INDUCTION MOTOR 55KW 415V 50HZ,CM0080,3 PHASE INDUCTION MOTOR 55KW 415V 50HZ,MOTOR,100.0
11,CPSE-A,SPHERICAL ROLLER BRG 22205,SPHERICAL ROLLER BEARING 22205,CM0011,DEEP GROOVE BALL BEARING 6205,BEARING,57.6271186440678
11,CPSE-A,SPHERICAL ROLLER BRG 22205,SPHERICAL ROLLER BEARING 22205,CM0012,DEEP GROOVE BALL BEARING 6206,BEARING,54.23728813559322
11,CPSE-A,SPHERICAL ROLLER BRG 22205,SPHERICAL ROLLER BEARING 22205,CM0013,DEEP GROOVE BALL BEARING 6207,BEARING,54.23728813559322
11,CPSE-A,SPHERICAL ROLLER BRG 22205,SPHERICAL ROLLER BEARING 22205,CM0014,DEEP GROOVE BALL BEARING 6305,BEARING,54.23728813559322
11,CPSE-A,SPHERICAL ROLLER BRG 22205,SPHERICAL ROLLER BEARING 22205,CM0015,DEEP GROOVE BALL BEARING 6306,BEARING,50.847457627118644
11,CPSE-A,SPHERICAL ROLLER BRG 22205,SPHERICAL ROLLER BEARING 22205,CM0016,DEEP GROOVE BALL BEARING 6307,BEARING,50.847457627118644
11,CPSE-A,SPHERICAL ROLLER BRG 22205,SPHERICAL ROLLER BEARING 22205,CM0017,TAPERED ROLLER BEARING 30205,BEARING,75.86206896551724
11,CPSE-A,SPHERICAL ROLLER BRG 22205,SPHERICAL ROLLER BEARING 22205,CM0018,TAPERED ROLLER BEARING 30206,BEARING,72.41379310344828
11,CPSE-A,SPHERICAL ROLLER BRG 22205,SPHERICAL ROLLER BEARING 22205,CM0019,TAPERED ROLLER BEARING 30305,BEARING,72.41379310344828
11,CPSE-A,SPHERICAL ROLLER BRG 22205,SPHERICAL ROLLER BEARING 22205,CM0020,SPHERICAL ROLLER BEARING 22205,BEARING,100.0
12,CPSE-C,3 PHASE IND MTR 11KW 415V 50HZ,3 PHASE IND MOTOR 11KW 415V 50HZ,CM0071,3 PHASE INDUCTION MOTOR 5.5KW 415V 50HZ,MOTOR,84.50704225352112
12,CPSE-C,3 PHASE IND MTR 11KW 415V 50HZ,3 PHASE IND MOTOR 11KW 415V 50HZ,CM0072,3 PHASE INDUCTION MOTOR 7.5KW 415V 50HZ,MOTOR,84.50704225352112
12,CPSE-C,3 PHASE IND MTR 11KW 415V 50HZ,3 PHASE IND MOTOR 11KW 415V 50HZ,CM0073,3 PHASE INDUCTION MOTOR 11KW 415V 50HZ,MOTOR,93.33333333333333
12,CPSE-C,3 PHASE IND MTR 11KW 415V 50HZ,3 PHASE IND MOTOR 11KW 415V 50HZ,CM0074,3 PHASE INDUCTION MOTOR 15KW 415V 50HZ,MOTOR,88.57142857142857
12,CPSE-C,3 PHASE IND MTR 11KW 415V 50HZ,3 PHASE IND MOTOR 11KW 415V 50HZ,CM0075,3 PHASE INDUCTION MOTOR 18.5KW 415V 50HZ,MOTOR,86.11111111111111
12,CPSE-C,3 PHASE IND MTR 11KW 415V 50HZ,3 PHASE IND MOTOR 11KW 415V 50HZ,CM0076,3 PHASE INDUCTION MOTOR 22KW 415V 50HZ,MOTOR,85.71428571428571
12,CPSE-C,3 PHASE IND MTR 11KW 415V 50HZ,3 PHASE IND MOTOR 11KW 415V 50HZ,CM0077,3 PHASE INDUCTION MOTOR 30KW 415V 50HZ,MOTOR,85.71428571428571
12,CPSE-C,3 PHASE IND MTR 11KW 415V 50HZ,3 PHASE IND MOTOR 11KW 415V 50HZ,CM0078,3 PHASE INDUCTION MOTOR 37KW 415V 50HZ,MOTOR,85.71428571428571
12,CPSE-C,3 PHASE IND MTR 11KW 415V 50HZ,3 PHASE IND MOTOR 11KW 415V 50HZ,CM0079,3 PHASE INDUCTION MOTOR 45KW 415V 50HZ,MOTOR,85.71428571428571
12,CPSE-C,3 PHASE IND MTR 11KW 415V 50HZ,3 PHASE IND MOTOR 11KW 415V 50HZ,CM0080,3 PHASE INDUCTION MOTOR 55KW 415V 50HZ,MOTOR,85.71428571428571
13,CPSE-A,DEEP GROOVE BALL BRG 6307,DEEP GROOVE BALL BEARING 6307,CM0011,DEEP GROOVE BALL BEARING 6205,BEARING,93.10344827586206
13,CPSE-A,DEEP GROOVE BALL BRG 6307,DEEP GROOVE BALL BEARING 6307,CM0012,DEEP GROOVE BALL BEARING 6206,BEARING,93.10344827586206
13,CPSE-A,DEEP GROOVE BALL BRG 6307,DEEP GROOVE BALL BEARING 6307,CM0013,DEEP GROOVE BALL BEARING 6207,BEARING,96.55172413793103
13,CPSE-A,DEEP GROOVE BALL BRG 6307,DEEP GROOVE BALL BEARING 6307,CM0014,DEEP GROOVE BALL BEARING 6305,BEARING,96.55172413793103
13,CPSE-A,DEEP GROOVE BALL BRG 6307,DEEP GROOVE BALL BEARING 6307,CM0015,DEEP GROOVE BALL BEARING 6306,BEARING,96.55172413793103
